Shipment ID,Business Unit,SCAC Code,Shipment Date,Requested Delivery Date,Actual Delivery Date,Late Reason
SHIP-100962,Business Unit A,CHRW,2025-08-14,2025-08-17,2025-08-17,None
SHIP-100963,Business Unit A,JBHT,2025-04-14,2025-04-17,2025-04-17,None
SHIP-100964,Business Unit B,MAEU,2025-08-21,2025-08-23,2025-08-23,None
SHIP-100965,Business Unit A,MAEU,2025-02-25,2025-02-28,2025-02-27,None
SHIP-100966,Business Unit B,CHRW,2025-01-09,2025-01-12,2025-01-11,None
SHIP-100967,Business Unit B,KNIN,2025-02-02,2025-02-04,2025-02-04,None
SHIP-100968,Business Unit A,CHRW,2025-01-16,2025-01-21,2025-01-20,None
SHIP-100969,Business Unit B,EXPD,2025-04-15,2025-04-18,2025-04-18,None
SHIP-100970,Business Unit A,KNIN,2025-01-17,2025-01-20,2025-01-20,None
SHIP-100971,Business Unit A,EXPD,2025-09-15,2025-09-18,2025-09-18,None
SHIP-100972,Business Unit A,MAEU,2025-05-19,2025-05-22,2025-05-21,None
SHIP-100973,Business Unit A,MAEU,2025-02-17,2025-02-21,2025-02-20,None
SHIP-100974,Business Unit B,JBHT,2025-10-14,2025-10-19,2025-10-19,None
SHIP-100975,Business Unit A,MAEU,2025-12-03,2025-12-06,2025-12-05,None
SHIP-100976,Business Unit A,JBHT,2025-04-16,2025-04-21,2025-04-20,None
SHIP-100977,Business Unit A,KNIN,2025-11-28,2025-12-01,2025-11-30,None
SHIP-100978,Business Unit B,EXPD,2025-03-02,2025-03-04,2025-03-04,None
SHIP-100979,Business Unit A,CHRW,2025-03-11,2025-03-14,2025-03-13,None
SHIP-100980,Business Unit A,MAEU,2025-03-11,2025-03-15,2025-03-15,None
SHIP-100981,Business Unit A,KNIN,2025-11-28,2025-12-02,2025-12-03,equipment failure
SHIP-100982,Business Unit A,EXPD,2025-05-02,2025-05-06,2025-05-07,consignee reschedule
SHIP-100983,Business Unit A,EXPD,2025-03-02,2025-03-05,2025-03-06,equipment failure
SHIP-100984,Business Unit A,KNIN,2025-06-08,2025-06-12,2025-06-11,None
SHIP-100985,Business Unit A,JBHT,2025-09-14,2025-09-18,2025-09-18,None
SHIP-100986,Business Unit A,KNIN,2025-05-28,2025-05-31,2025-05-30,None
SHIP-100987,Business Unit B,KNIN,2025-08-31,2025-09-02,2025-09-01,None
SHIP-100988,Business Unit B,JBHT,2025-12-27,2025-12-31,2025-12-31,None
SHIP-100989,Business Unit B,JBHT,2025-09-02,2025-09-04,2025-09-03,None
SHIP-100990,Business Unit B,CHRW,2025-09-29,2025-10-02,2025-10-05,traffic
SHIP-100991,Business Unit B,MAEU,2025-02-10,2025-02-12,2025-02-12,None
SHIP-100992,Business Unit B,KNIN,2025-10-08,2025-10-13,2025-10-13,None
SHIP-100993,Business Unit B,KNIN,2025-09-17,2025-09-20,2025-09-20,None
SHIP-100994,Business Unit A,JBHT,2025-02-08,2025-02-10,2025-02-12,late pick
SHIP-100995,Business Unit A,EXPD,2025-12-13,2025-12-15,2025-12-15,None
SHIP-100996,Business Unit A,JBHT,2025-06-12,2025-06-14,2025-06-13,None
SHIP-100997,Business Unit B,KNIN,2025-04-22,2025-04-26,2025-04-26,None
SHIP-100998,Business Unit B,JBHT,2025-07-23,2025-07-25,2025-07-24,None
SHIP-100999,Business Unit A,KNIN,2025-01-13,2025-01-15,2025-01-14,None
SHIP-101000,Business Unit A,EXPD,2025-07-17,2025-07-19,2025-07-19,None
